mountain_id,route_name,route_time,route_difficulty,start_point,ferata,height_diff,gear_summer,gear_winter
93,Zajzera - Veliki Nabojs / Monte Nabois grande,4 h 30 min,zelo zahtevna označena pot,Zajzera (897 m),,1416,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
93,Zajzera - Veliki Nabojs / Monte Nabois grande (grebenska pot),4 h 30 min,zelo zahtevna označena pot,Zajzera (897 m),,1416,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
94,Koča pri  Savici - Malo Špičje (mimo Zasavske koče),6 h,"zahtevna označena pot, lahka neoznačena steza",Koča pri Savici (653 m),,1659,čelada,"čelada, cepin, dereze"
94,Planina Blato - Malo Špičje (Za Kopico),6 h,zahtevna neoznačena steza,Planina Blato (1147 m),,1165,,"cepin, dereze"
94,Trenta - Malo Špičje,5 h 15 min,"lahka označena pot, lahka neoznačena steza",Trenta (620 m),,1692,,"cepin, dereze"
94,Zadnjica - Malo Špičje,5 h 15 min,"lahka označena pot, lahka neoznačena steza",Zadnjica (650 m),,1662,čelada,"čelada, cepin, dereze"
95,Planina Blato - Mala Zelnarica (Za Kopico),4 h 30 min,lahka označena pot,Planina Blato (1147 m),,1163,,"cepin, dereze"
95,Planina Blato - Mala Zelnarica (čez Štapce),5 h 15 min,delno zahtevna označena pot,Planina Blato (1147 m),,1163,,"cepin, dereze"
95,Koča pri Savici - Mala Zelnarica (čez Štapce),5 h 45 min,zahtevna označena pot,Koča pri Savici (653 m),,1657,čelada,"čelada, cepin, dereze"
95,Koča pri Savici - Mala Zelnarica (čez Vrata),6 h,zahtevna označena pot,Koča pri Savici (653 m),,1657,čelada,"čelada, cepin, dereze"
96,Planina Blato - Škednjovec (po zahodnem grebenu),4 h 30 min,zelo zahtevno brezpotje,Planina Blato (1147 m),,1162,"čelada, svetilka",
96,Planina Blato - Škednjovec (po vzhodnem grebenu),5 h,zelo zahtevno brezpotje,Planina Blato (1147 m),,1162,čelada,"čelada, cepin, dereze"
97,Dolina Kot - Spodnja Vrbanova špica (pot Lojzeta Rekarja),4 h,zelo zahtevna označena pot,Dolina Kot (950 m),,1349,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
98,D postaja - Konjc,1 h,zelo zahtevno brezpotje,D postaja (2202 m),,87,čelada,"čelada, cepin, dereze"
98,Gozdec - Konjc,4 h 25 min,zelo zahtevno brezpotje,Gozdec (1075 m),,1214,čelada,"čelada, cepin, dereze"
99,Pišnica - Frdamane police,4 h 30 min,zelo zahtevno brezpotje,Pišnica (870 m),,1414,čelada,"čelada, cepin, dereze"
100,Konec ceste na Pokljuki - Tosc,3 h 45 min,lahka neoznačena steza,Konec ceste na Pokljuki (1340 m),,935,,"cepin, dereze"
100,Uskovnica (Razpotje) - Tosc,4 h 15 min,"zahtevna označena pot, lahka neoznačena steza",Uskovnica (Razpotje) (1215 m),,1060,,"cepin, dereze"
100,Rudno polje - Tosc,4 h 5 min,lahko brezpotje,Rudno polje (1347 m),,928,čelada,"čelada, cepin, dereze"
100,Uskovnica (Lom) - Tosc (čez planino Spodnji Tosc),4 h 20 min,"zahtevna označena pot, lahka neoznačena steza",Uskovnica (Lom) (1076 m),,1199,,"cepin, dereze"
100,Krma  - Tosc (severni pristop iz Bohinjskih vratc),5 h,"delno zahtevna označena pot, zelo zahtevno brezpotje",Krma  (946 m),,1329,čelada,"čelada, cepin, dereze"
100,Srednja vas - Tosc (Za Ribnico in čez planino Spodnji Tosc),5 h 45 min,"zahtevna označena pot, lahka neoznačena steza",Srednja vas (583 m),,1692,,"cepin, dereze"
101,Dom v Tamarju - Visoka Ponca,4 h,zelo zahtevna označena pot,Dom v Tamarju (1108 m),,1166,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
101,Belopeška jezera - Visoka Ponca (via normale),4 h,zelo zahtevna označena pot,Belopeška jezera (929 m),,1345,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
101,Belopeška jezera - Visoka Ponca (ferrata),4 h,zelo zahtevna označena pot,Belopeška jezera (929 m),,1345,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
102,Poldov  rovt (Vrata) - Šplevta (čez Brinje),4 h 45 min,zahtevna neoznačena steza,Poldov rovt (Vrata) (941 m),,1331,,"cepin, dereze"
102,Poldov  rovt (Vrata) - Šplevta (mimo bivaka),4 h 30 min,zahtevna neoznačena steza,Poldov rovt (Vrata) (941 m),,1331,,"cepin, dereze"
103,Belopeška jezera - Strug (pot življenja / Via della Vita - Vevnica - Strug),9 h,izjemno zahtevna označena pot,Belopeška jezera (929 m),,1336,"čelada, komplet za samovarovanje",
104,Gozdec - Dom Petra Skalarja na Kaninu,4 h 15 min,lahka označena pot,Gozdec (1075 m),,1185,,"cepin, dereze"
104,D postaja - Dom Petra Skalarja na Kaninu,50 min,zahtevna označena pot,D postaja (2202 m),,58,čelada,"čelada, cepin, dereze"
104,D postaja - Dom Petra Skalarja na Kaninu (čez Vrh Osojnic),1 h 5 min,zahtevna označena pot,D postaja (2202 m),,58,čelada,"čelada, cepin, dereze"
105,Bele vode / Rio Bianco - Visoka Bela Špica / Cima Alta di Riobianco (Normalni pristop iz Zgornje škrbine Belega potoka),5 h,alpinistični vzpon,Bele vode / Rio Bianco (980 m),,1277,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
106,Pod Zjabci - Travnik,4 h 45 min,"zahtevna neoznačena steza, lahko brezpotje",Pod Zjabci (745 m),,1507,čelada,"čelada, cepin, dereze"
107,Planina Kuhinja - Krn,3 h 15 min,lahka označena pot,Planina Kuhinja (991 m),,1253,,"cepin, dereze"
107,Dom v Lepeni - Krn,5 h,lahka označena pot,Dom v Lepeni (700 m),,1544,,"cepin, dereze"
107,Drežnica - Krn (pot Silva Korena),5 h,zelo zahtevna označena pot,Drežnica (553 m),,1691,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
107,Koča pri Savici - Krn (mimo Krnskega jezera),7 h 45 min,lahka označena pot,Koča pri Savici (653 m),,1591,,"cepin, dereze"
107,Planina Kuhinja - Krn (mimo jezera v Lužnici),4 h 45 min,delno zahtevna označena pot,Planina Kuhinja (991 m),,1253,čelada,"čelada, cepin, dereze"
107,Drežnica - Krn (južna pot),4 h 45 min,lahka označena pot,Drežnica (553 m),,1691,,"cepin, dereze"
107,Planina Kuhinja - Krn (čez Krnsko škrbino),3 h 30 min,lahka označena pot,Planina Kuhinja (991 m),,1253,,"cepin, dereze"
107,Koča pri Savici - Krn (čez Prehodce),7 h 50 min,delno zahtevna označena pot,Koča pri Savici (653 m),,1591,,"cepin, dereze"
107,Krn - Krn (čez planino Sleme),5 h 25 min,delno zahtevna označena pot,Krn (900 m),,1344,,"cepin, dereze"
107,Planina Polog - Krn (čez Prehodce),6 h 45 min,delno zahtevna označena pot,Planina Polog (457 m),,1787,,"cepin, dereze"
107,Planina Polog - Krn (čez planino Sleme),6 h 30 min,delno zahtevna označena pot,Planina Polog (457 m),,1787,,"cepin, dereze"
107,Tolminske Ravne - Krn,7 h 30 min,zahtevna označena pot,Tolminske Ravne (924 m),,1320,,"cepin, dereze"
107,Planina Zapleč - Krn,4 h 30 min,zahtevna označena pot,Planina Zapleč (1201 m),,1043,čelada,"čelada, cepin, dereze"
107,Drežnica - Krn (mimo italijanske kapelice na Planici),5 h 15 min,"lahka neoznačena steza, lahka označena pot",Drežnica (553 m),,1691,,"cepin, dereze"
108,Konec ceste na Pokljuki - Veliki Draški vrh,3 h,delno zahtevna neoznačena pot,Konec ceste na Pokljuki (1340 m),,903,,"cepin, dereze"
108,Rudno polje - Veliki Draški vrh (čez Kačji rob),3 h 30 min,"zahtevna označena pot, delno zahtevna neoznačena pot",Rudno polje (1347 m),,896,čelada,"čelada, cepin, dereze"
108,Rudno polje - Veliki Draški vrh (čez Jezerce in Studorski preval),3 h 20 min,delno zahtevna neoznačena pot,Rudno polje (1347 m),,896,,"cepin, dereze"
108,Uskovnica (Razpotje) - Veliki Draški vrh (čez planino Spodnji Tosc),4 h 15 min,"zahtevna označena pot, delno zahtevna neoznačena pot",Uskovnica (Razpotje) (1215 m),,1028,čelada,"čelada, cepin, dereze"
108,Konec ceste na Pokljuki  - Veliki Draški vrh (pot čez severni raz),3 h 15 min,zahtevno brezpotje,Konec ceste na Pokljuki  (1340 m),,903,čelada,"čelada, cepin, dereze, svetilka"
108,Uskovnica (Razpotje) - Veliki Draški vrh (čez Jezerce in Studorski preval),3 h 35 min,delno zahtevna neoznačena pot,Uskovnica (Razpotje) (1215 m),,1028,čelada,"čelada, cepin, dereze"
108,Uskovnica (Lom) - Veliki Draški vrh (čez Jezerce in Studorski preval),3 h 55 min,delno zahtevna neoznačena pot,Uskovnica (Lom) (1076 m),,1167,čelada,"čelada, cepin, dereze"
108,Uskovnica (Lom) - Veliki Draški vrh (čez planino Spodnji Tosc),4 h 15 min,"zahtevna označena pot, delno zahtevna neoznačena pot",Uskovnica (Lom) (1076 m),,1167,čelada,"čelada, cepin, dereze"
108,Srednja vas - Veliki Draški vrh (Za Ribnico in čez planino Spodnji Tosc),5 h 40 min,"zahtevna označena pot, delno zahtevna neoznačena pot",Srednja vas (583 m),,1660,čelada,"čelada, cepin, dereze"
108,"Srednja vas - Veliki Draški vrh (Za Ribnico, čez Jezerce in Studorski preval)",5 h 20 min,delno zahtevna neoznačena pot,Srednja vas (583 m),,1660,čelada,"čelada, cepin, dereze"
109,Dom v Tamarju - Zadnja Ponca,4 h,zelo zahtevna označena pot,Dom v Tamarju (1108 m),,1134,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
109,Belopeška jezera - Zadnja Ponca,4 h 30 min,zelo zahtevna označena pot,Belopeška jezera (929 m),,1313,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
110,Rifugio Gilberti - Vrh Grubje,2 h 30 min,lahko brezpotje,Rifugio Gilberti (1850 m),,390,,"cepin, dereze"
111,Dom v Tamarju - Srednja Ponca,3 h 15 min,zahtevna označena pot,Dom v Tamarju (1108 m),,1120,čelada,"čelada, cepin, dereze"
111,Belopeška jezera - Srednja Ponca,3 h 45 min,zelo zahtevna označena pot,Belopeška jezera (929 m),,1299,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
112,Koča pri Savici - Čelo,7 h,lahko brezpotje,Koča pri Savici (653 m),,1575,čelada,"čelada, cepin, dereze"
112,Pod Zjabci - Čelo,5 h 15 min,lahko brezpotje,Pod Zjabci (745 m),,1483,,"cepin, dereze"
112,Konec ceste na Vogar - Čelo (čez Prode),7 h 20 min,lahko brezpotje,Konec ceste na Vogar (1350 m),,878,,"cepin, dereze"
112,Planina Blato - Čelo (čez Štapce),7 h 15 min,"delno zahtevna označena pot, lahko brezpotje",Planina Blato (1147 m),,1081,,"cepin, dereze"
112,Planina Blato - Čelo (čez Prode),7 h 15 min,lahko brezpotje,Planina Blato (1147 m),,1081,,"cepin, dereze"
112,Konec ceste na Vogar - Čelo (čez Štapce),7 h 20 min,"delno zahtevna označena pot, lahko brezpotje",Konec ceste na Vogar (1350 m),,878,,"cepin, dereze"
112,Koča pri Savici - Čelo (čez Komno),7 h 45 min,lahko brezpotje,Koča pri Savici (653 m),,1575,,"cepin, dereze"
113,Planina Blato - Srednji Vogel,4 h,lahko brezpotje,Planina Blato (1147 m),,1079,,"cepin, dereze"
113,Konec ceste na Vogar - Srednji Vogel (mimo Grive),4 h 45 min,lahko brezpotje,Konec ceste na Vogar (1350 m),,876,čelada,"čelada, cepin, dereze"
114,Konec ceste na Pokljuki - Vernar,4 h 15 min,zelo zahtevno brezpotje,Konec ceste na Pokljuki (1340 m),,885,čelada,"čelada, cepin, dereze"
114,Dolina Krma - Vernar,4 h 30 min,zelo zahtevno brezpotje,Dolina Krma (930 m),,1295,čelada,"čelada, cepin, dereze"
114,Stara Fužina - Vernar,6 h,zelo zahtevno brezpotje,Stara Fužina (600 m),,1625,čelada,"čelada, cepin, dereze"
114,Planina Blato - Vernar (čez Grintovico),5 h,zelo zahtevno brezpotje,Planina Blato (1147 m),,1078,čelada,"čelada, cepin, dereze"
114,Uskovnica (Razpotje) - Vernar,4 h 45 min,zelo zahtevno brezpotje,Uskovnica (Razpotje) (1215 m),,1010,čelada,"čelada, cepin, dereze"
114,Uskovnica (Lom) - Vernar,4 h 50 min,zelo zahtevno brezpotje,Uskovnica (Lom) (1076 m),,1149,čelada,"čelada, cepin, dereze"
114,Srednja vas - Vernar (Za Ribnico in čez planino Spodnji Tosc),6 h 15 min,zelo zahtevno brezpotje,Srednja vas (583 m),,1642,čelada,"čelada, cepin, dereze"
115,Trdnjava Kluže - Rombon,5 h,lahka označena pot,Trdnjava Kluže (532 m),,1676,"čelada, svetilka","čelada, cepin, dereze, svetilka"
115,Zavrzelno - Rombon,5 h,delno zahtevna označena pot,Zavrzelno (700 m),,1508,čelada,"čelada, cepin, dereze"
115,D postaja - Rombon,5 h,delno zahtevna označena pot,D postaja (2202 m),,6,,"cepin, dereze"
115,Nevejski preval - Rombon (pot 636),6 h 45 min,delno zahtevna označena pot,Nevejski preval (1170 m),,1038,čelada,"čelada, cepin, dereze"
115,Nevejski preval - Rombon (po smučarski progi),6 h 30 min,delno zahtevna označena pot,Nevejski preval (1170 m),,1038,čelada,"čelada, cepin, dereze"
116,Zadnjica - Vodnikov Vršac (Vršac nad Zadnjico),4 h 55 min,lahko brezpotje,Zadnjica (650 m),,1544,čelada,"čelada, cepin, dereze"
116,Zadnjica - Vodnikov Vršac (Vršac nad Zadnjico) (pot Mire Marko Debelakove),6 h 35 min,"zelo zahtevna označena pot, lahko brezpotje",Zadnjica (650 m),,1544,čelada,"čelada, cepin, dereze"
116,Trenta - Vodnikov Vršac (Vršac nad Zadnjico),4 h 55 min,lahko brezpotje,Trenta (620 m),,1574,čelada,"čelada, cepin, dereze"
116,Koča pri Savici - Vodnikov Vršac (Vršac nad Zadnjico),5 h 40 min,"zahtevna označena pot, lahko brezpotje",Koča pri Savici (653 m),,1541,čelada,"čelada, cepin, dereze"
116,Planina Blato - Vodnikov Vršac (Vršac nad Zadnjico) (po dolini Za Kopico),5 h 40 min,lahko brezpotje,Planina Blato (1147 m),,1047,čelada,"čelada, cepin, dereze"
117,Planina Blato - Kopica (čez Štapce),4 h 30 min,"lahka označena pot, lahko brezpotje",Planina Blato (1147 m),,1043,,"cepin, dereze"
117,Koča pri Savici - Kopica,5 h,"zahtevna označena pot, lahko brezpotje",Koča pri Savici (653 m),,1537,čelada,"čelada, cepin, dereze"
117,Konec ceste na Vogar - Kopica (čez Štapce),4 h 35 min,"lahka označena pot, lahko brezpotje",Konec ceste na Vogar (1350 m),,840,,"cepin, dereze"
118,Loška Koritnica - Plešivec (Loška stena),3 h 45 min,"zelo zahtevna označena pot, delno zahtevna neoznačena pot",Loška Koritnica (780 m),,1404,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
118,Bavšica - Plešivec (Loška stena),4 h 30 min,delno zahtevna neoznačena pot,Bavšica (698 m),,1486,čelada,"čelada, cepin, dereze"
119,Planina Kuhinja - Gomiščkovo zavetišče na Krnu,3 h 5 min,lahka označena pot,Planina Kuhinja (991 m),,1191,,"cepin, dereze"
119,Dom v Lepeni - Gomiščkovo zavetišče na Krnu,5 h,lahka označena pot,Dom v Lepeni (700 m),,1482,,"cepin, dereze"
119,Drežnica - Gomiščkovo zavetišče na Krnu (pot Silva Korena),4 h 50 min,zelo zahtevna označena pot,Drežnica (553 m),,1629,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
119,Planina Kuhinja - Gomiščkovo zavetišče na Krnu (čez Krnsko škrbino),3 h 30 min,lahka označena pot,Planina Kuhinja (991 m),,1191,,"cepin, dereze"
119,Drežnica - Gomiščkovo zavetišče na Krnu (južna pot),4 h 35 min,lahka označena pot,Drežnica (553 m),,1629,,"cepin, dereze"
119,Tolminske Ravne - Gomiščkovo zavetišče na Krnu,7 h 30 min,zahtevna označena pot,Tolminske Ravne (924 m),,1258,,"cepin, dereze"
119,Drežnica - Gomiščkovo zavetišče na Krnu (mimo italijanske kapele na Planici),5 h 5 min,"lahka neoznačena steza, lahka označena pot",Drežnica (553 m),,1629,,"cepin, dereze"
120,Planina Blato - Prvi Vogel,4 h,lahko brezpotje,Planina Blato (1147 m),,1034,,"cepin, dereze"
120,Konec ceste na Vogar - Prvi Vogel (mimo Grive),4 h 45 min,lahko brezpotje,Konec ceste na Vogar (1350 m),,831,čelada,"čelada, cepin, dereze"
121,Ruski križ - Bivak v Veliki Dnini,3 h 45 min,zahtevno brezpotje,Ruski križ (1000 m),,1180,čelada,"čelada, cepin, dereze"
122,Planina Kuhinja - Vrh nad Peski,4 h,lahka neoznačena steza,Planina Kuhinja (991 m),,1185,čelada,"čelada, cepin, dereze"
122,Dom v Lepeni - Vrh nad Peski (čez Prag),4 h 45 min,lahka neoznačena steza,Dom v Lepeni (700 m),,1476,,"cepin, dereze"
122,Planina Polog - Vrh nad Peski (čez Prehodce),5 h 25 min,lahka neoznačena steza,Planina Polog (457 m),,1719,,"cepin, dereze"
122,Krn - Vrh nad Peski (čez planino Sleme),4 h 40 min,lahka neoznačena steza,Krn (900 m),,1276,,"cepin, dereze"
122,Planina Polog - Vrh nad Peski (čez planino Sleme),5 h 45 min,lahka neoznačena steza,Planina Polog (457 m),,1719,,"cepin, dereze"
122,Koča pri Savici - Vrh nad Peski (čez Prehodce),6 h 30 min,lahka neoznačena steza,Koča pri Savici (653 m),,1523,,"cepin, dereze"
122,Tolminske Ravne - Vrh nad Peski,6 h 10 min,"zahtevna označena pot, lahka neoznačena steza",Tolminske Ravne (924 m),,1252,,"cepin, dereze"
123,Planina Kuhinja - Batognica,3 h 20 min,delno zahtevna označena pot,Planina Kuhinja (991 m),,1173,čelada,"čelada, cepin, dereze"
123,Planina Kuhinja - Batognica (mimo jezera v Lužnici),4 h,lahka označena pot,Planina Kuhinja (991 m),,1173,čelada,"čelada, cepin, dereze"
123,Dom v Lepeni - Batognica (čez Krnsko škrbino),4 h 50 min,delno zahtevna označena pot,Dom v Lepeni (700 m),,1464,,"cepin, dereze"
123,Krn - Batognica (čez planino Sleme),4 h 40 min,lahka označena pot,Krn (900 m),,1264,,"cepin, dereze"
123,Dom v Lepeni - Batognica (čez Prag),4 h 45 min,lahka neoznačena steza,Dom v Lepeni (700 m),,1464,,"cepin, dereze"
123,Koča pri Savici - Batognica (čez Prehodce),7 h 5 min,lahka označena pot,Koča pri Savici (653 m),,1511,,"cepin, dereze"
123,Planina Polog - Batognica (čez Prehodce),6 h,lahka označena pot,Planina Polog (457 m),,1707,,"cepin, dereze"
123,Planina Polog - Batognica (čez planino Sleme),5 h 45 min,lahka označena pot,Planina Polog (457 m),,1707,,"cepin, dereze"
123,Tolminske Ravne - Batognica,6 h 45 min,zahtevna označena pot,Tolminske Ravne (924 m),,1240,,"cepin, dereze"
124,Zadnjica - Zgornje Kriško jezero,4 h 45 min,lahka neoznačena steza,Zadnjica (650 m),,1508,čelada,"čelada, cepin, dereze"
124,Aljažev dom v Vratih - Zgornje Kriško jezero (mimo Pogačnikovega doma),5 h 15 min,lahka neoznačena steza,Aljažev dom v Vratih (1015 m),,1143,,"cepin, dereze"
125,Zadnjica - Koča na Doliču,4 h 45 min,lahka označena pot,Zadnjica (650 m),,1501,čelada,"čelada, cepin, dereze"
125,Konec ceste na Pokljuki - Koča na Doliču,5 h,lahka označena pot,Konec ceste na Pokljuki (1340 m),,811,čelada,"čelada, cepin, dereze"
125,Planina Blato - Koča na Doliču (Za Kopico),5 h 15 min,lahka označena pot,Planina Blato (1147 m),,1004,,"cepin, dereze"
125,Zadnjica - Koča na Doliču (čez Komar),4 h 45 min,zelo zahtevna označena pot,Zadnjica (650 m),,1501,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
125,Koča pri Savici - Koča na Doliču,6 h 15 min,zahtevna označena pot,Koča pri Savici (653 m),,1498,čelada,"čelada, cepin, dereze"
125,Dolina Krma - Koča na Doliču,5 h 30 min,lahka označena pot,Dolina Krma (944 m),,1207,čelada,"čelada, cepin, dereze"
125,Aljažev dom v Vratih - Koča na Doliču,5 h 40 min,lahka označena pot,Aljažev dom v Vratih (1015 m),,1136,čelada,"čelada, cepin, dereze"
125,Zadnjica - Koča na Doliču (pot Mire Marko Debelakove),6 h 45 min,zelo zahtevna označena pot,Zadnjica (650 m),,1501,čelada,"čelada, cepin, dereze"
125,Planina Blato - Koča na Doliču (čez Grintovico),5 h 30 min,lahka neoznačena steza,Planina Blato (1147 m),,1004,,"cepin, dereze"
125,Rudno polje - Koča na Doliču,5 h 20 min,lahka označena pot,Rudno polje (1347 m),,804,čelada,"cepin, dereze"
127,Parkirišče pod Pl. Kot - Velika Baba (Kanin) (preko Zg. Brda in sedla Med Baban),3 h 15 min,zahtevna označena pot,Parkirišče pod Pl. Kot (1069 m),,1079,čelada,"čelada, cepin, dereze"
128,Nevejski preval - Bela peč/Monte Bila pec,2 h 45 min,zahtevna označena pot,Nevejski preval (1170 m),,976,čelada,"čelada, cepin, dereze"
129,Planina Zapleč - Krnčica (neoznačena mulatjera ),3 h,delno zahtevna neoznačena pot,Planina Zapleč (1201 m),,941,,"cepin, dereze"
129,Planina Zapleč - Krnčica (s planine Zaprikraj čez Vršič),4 h,delno zahtevna neoznačena pot,Planina Zapleč (1201 m),,941,,"cepin, dereze"
129,Planina Zapleč - Krnčica,2 h 40 min,zahtevna označena pot,Planina Zapleč (1201 m),,941,,"cepin, dereze"
130,Dolina Krma - Teme,4 h 20 min,zahtevno brezpotje,Dolina Krma (930 m),,1206,čelada,"čelada, cepin, dereze"
131,Planina Zapleč - Srednji vrh (pri Krnu),3 h 10 min,zahtevna označena pot,Planina Zapleč (1201 m),,933,čelada,"čelada, cepin, dereze"
132,Dom v Tamarju - Kotovo sedlo (mimo bivaka),3 h 15 min,delno zahtevna označena pot,Dom v Tamarju (1108 m),,1026,čelada,"čelada, cepin, dereze"
132,Dom v Tamarju - Kotovo sedlo (po melišču),3 h 15 min,lahka označena pot,Dom v Tamarju (1108 m),,1026,čelada,"čelada, cepin, dereze"
133,Rudno polje - Mali Draški vrh (čez Viševnik),2 h 45 min,zahtevna neoznačena steza,Rudno polje (1347 m),,785,čelada,"čelada, cepin, dereze"
133,Rudno polje - Mali Draški vrh (čez Kačji rob),2 h 35 min,zahtevna neoznačena steza,Rudno polje (1347 m),,785,čelada,"čelada, cepin, dereze"
133,Konec ceste na Pokljuki - Mali Draški vrh,2 h 35 min,zahtevna neoznačena steza,Konec ceste na Pokljuki (1340 m),,792,čelada,"čelada, cepin, dereze"
133,Rudno polje - Mali Draški vrh (čez Jezerce in Srenjski preval),2 h 35 min,zahtevna neoznačena steza,Rudno polje (1347 m),,785,čelada,"čelada, cepin, dereze"
133,Rudno polje - Mali Draški vrh (skozi Zgornji Razor),3 h 35 min,zahtevna neoznačena steza,Rudno polje (1347 m),,785,čelada,"čelada, cepin, dereze"
133,Uskovnica (Lom) - Mali Draški vrh,3 h 30 min,zahtevna neoznačena steza,Uskovnica (Lom) (1076 m),,1056,čelada,"čelada, cepin, dereze"
133,Uskovnica (Razpotje) - Mali Draški vrh,3 h 10 min,zahtevna neoznačena steza,Uskovnica (Razpotje) (1215 m),,917,čelada,"čelada, cepin, dereze"
133,Srednja vas - Mali Draški vrh (Za Ribnico),4 h 55 min,zahtevna neoznačena steza,Srednja vas (583 m),,1549,čelada,"čelada, cepin, dereze"
134,Koča pri Savici - Glava za Bajto,6 h 35 min,lahko brezpotje,Koča pri Savici (653 m),,1478,čelada,"čelada, cepin, dereze"
135,Bele Vode - Jerebica,3 h 30 min,delno zahtevna označena pot,Bele Vode (980 m),,1146,,
135,Možnica - Jerebica,5 h,zahtevna označena pot,Možnica (598 m),,1528,,"cepin, dereze"
136,Gozdec - Veliki Babanski Skedenj (preko Ruše in čez sedlo Jezerca),3 h 30 min,delno zahtevna neoznačena pot,Gozdec (1065 m),,1056,,
137,Zadnja Trenta (Flori) - Šmihelovec,4 h 20 min,"zahtevno brezpotje, zahtevna označena pot",Zadnja Trenta (Flori) (962 m),,1156,čelada,"čelada, cepin, dereze"
137,Zadnja Trenta (Flori) - Šmihelovec (čez Prehodec),6 h 50 min,"zahtevno brezpotje, zelo zahtevna označena pot",Zadnja Trenta (Flori) (962 m),,1156,čelada,"čelada, cepin, dereze"
138,Poldov rovt (Vrata) - Bivak na Jezerih,4 h,zahtevna neoznačena steza,Poldov rovt (Vrata) (941 m),,1177,,"cepin, dereze"
139,Galerija Berebica v Trenti - Trentski Pelc (Stara vojaška cesta - Trentski Pelc),4 h 30 min,zelo zahtevno brezpotje,Galerija Berebica v Trenti (574 m),,1542,čelada,"čelada, cepin, dereze, svetilka"
140,Zadnja Trenta (Flori) - Vršac (nad Zadnjo Trento),4 h 30 min,"zahtevno brezpotje, zelo zahtevna označena pot",Zadnja Trenta (Flori) (962 m),,1151,čelada,"čelada, cepin, dereze"
140,Zadnja Trenta (Flori) - Vršac (nad Zadnjo Trento) (čez Srednjico),4 h 45 min,"zahtevno brezpotje, zelo zahtevna označena pot",Zadnja Trenta (Flori) (962 m),,1151,čelada,"čelada, cepin, dereze"
141,Vršič - Suhi vrh,2 h 15 min,zahtevno brezpotje,Vršič (1611 m),,498,čelada,"čelada, cepin, dereze"
142,Mlinarica - Goličica,3 h 40 min,zahtevna neoznačena steza,Mlinarica (1089 m),,1012,,"cepin, dereze"
143,Rudno polje - Cesar,4 h 10 min,zahtevno brezpotje,Rudno polje (1347 m),,751,čelada,"čelada, cepin, dereze"
144,Planina Blato - Velika Tičarica,3 h 50 min,zahtevno brezpotje,Planina Blato (1147 m),,944,čelada,"čelada, cepin, dereze"
144,Koča pri Savici - Velika Tičarica,4 h 20 min,zahtevno brezpotje,Koča pri Savici (653 m),,1438,čelada,"čelada, cepin, dereze"
144,Konec ceste na Vogar - Velika Tičarica,3 h 45 min,zahtevno brezpotje,Konec ceste na Vogar (1350 m),,741,čelada,"čelada, cepin, dereze"
145,Zadnja Trenta (Flori) - Zagorelec,4 h 10 min,"lahko brezpotje, zahtevna označena pot",Zadnja Trenta (Flori) (962 m),,1128,,"cepin, dereze"
145,Zadnja Trenta (Flori) - Zagorelec (čez Prehodec),6 h 30 min,"lahko brezpotje, zelo zahtevna označena pot",Zadnja Trenta (Flori) (962 m),,1128,čelada,"čelada, cepin, dereze"
146,Planina Zajzera - Poldašnja špica/Jof di Miezegnot,3 h,zelo zahtevna označena pot,Planina Zajzera (1004 m),,1083,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
146,Ovčja vas / Valbruna - Poldašnja špica/Jof di Miezegnot (čez Planino Ravne),3 h 45 min,zahtevna označena pot,Ovčja vas / Valbruna (807 m),,1280,čelada,"čelada, cepin, dereze"
146,Ovčja vas / Valbruna - Poldašnja špica/Jof di Miezegnot (čez Planino Strehica),4 h,zahtevna označena pot,Ovčja vas / Valbruna (807 m),,1280,čelada,"čelada, cepin, dereze"
146,Naborjet / Malborghetto - Poldašnja špica/Jof di Miezegnot,4 h,zahtevna označena pot,Naborjet / Malborghetto (760 m),,1327,,"cepin, dereze"
147,Planina Blato - Ogradi,2 h 45 min,lahka neoznačena steza,Planina Blato (1147 m),,940,,"cepin, dereze"
147,Planina Blato - Ogradi (čez planino Krstenica),3 h 15 min,lahka neoznačena steza,Planina Blato (1147 m),,940,,"cepin, dereze"
